NCTId,LeadSponsorName,CollaboratorName,DesignPrimaryPurpose,Phase,EnrollmentCount,CompletionDate,LocationCountry,LocationStatus
NCT04384250,Mansoura University,Not Applicable,Generic,Unknown,50,2021-05-01,Egypt,Recruiting
NCT04393311,Stanford University,Not Applicable,Treatment,Phase 1,160,2021-05-01,United States,Unknown
NCT04416139,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,Not Applicable,Treatment,Phase 2,10,2021-05-01,Mexico,Recruiting
NCT04404218,"University Health Network, Toronto",University of Toronto,Treatment,Phase 2,480,2021-05-01,Canada,Recruiting
NCT04345536,Oslo University Hospital,Not Applicable,Generic,Unknown,400,2021-05-01,Norway,Recruiting
NCT04528667,"Sorrento Therapeutics, Inc.",Not Applicable,Treatment,Phase 2,400,2021-05-01,N.A,Unknown
NCT04368221,Rennes University Hospital,Not Applicable,Generic,Unknown,576,2021-05-01,France,Unknown
NCT04408222,Columbia University,Not Applicable,Generic,Unknown,29,2021-05-01,United States,Unknown
NCT04377659,Memorial Sloan Kettering Cancer Center,Not Applicable,Treatment,Phase 2,40,2021-05-01,United States,Recruiting
NCT04476667,Queen's University,Online PsychoTherapy Clinic,Treatment,Unknown,80,2021-05-01,Canada,Recruiting
NCT04419610,Imperial College London,Not Applicable,Health Services Research,Early Phase 1,60,2021-05-01,United Kingdom,Recruiting
NCT04390477,Bioithas SL,Not Applicable,Treatment,Unknown,40,2021-05-01,Spain,Recruiting
NCT04366050,"University of California, San Diego",Pfizer,Treatment,Phase 2,560,2021-05-01,United States,Unknown
NCT04392089,Hvidovre University Hospital,Not Applicable,Generic,Unknown,20,2021-05-01,Denmark,Recruiting
NCT04556565,Jordi Alonso,Hospital Universitario 12 de Octubre,Generic,Unknown,16000,2021-05-01,Spain,Recruiting
NCT04359992,"University Hospital, Strasbourg, France",Not Applicable,Generic,Unknown,50,2021-05-01,N.A,Unknown
NCT04504734,"Revive Therapeutics, Ltd.",Not Applicable,Treatment,Phase 3,1000,2021-05-01,United States,Unknown
NCT04381988,Memorial Sloan Kettering Cancer Center,Not Applicable,Prevention,Phase 2,132,2021-05-01,United States,Recruiting
NCT04561193,Methodist Health System,Not Applicable,Generic,Unknown,200,2021-05-01,United States,Recruiting
NCT04475302,"Tuberculosis Research Centre, India","ICMR-National Institute for Research in Tuberculosis, Chennai, Tamil Nadu",Prevention,Phase 3,2175,2021-05-01,India,Recruiting
NCT04364802,Alexandra Kejner,Not Applicable,Prevention,Phase 2,250,2021-05-01,United States,Recruiting
NCT04523051,Centre Hospitalier Régional Metz-Thionville,Not Applicable,Generic,Unknown,40,2021-05-01,France,Recruiting
NCT04536090,Institut de Recherches Cliniques de Montreal,Pharmascience Inc.,Treatment,Phase 2,150,2021-05-01,N.A,Unknown
NCT04367870,UNICANCER,Not Applicable,Generic,Unknown,2500,2021-05-01,France,Not yet recruiting
NCT04465604,King Faisal Specialist Hospital & Research Center,Not Applicable,Treatment,Unknown,50,2021-05-01,Saudi Arabia,Recruiting
NCT04387292,Fondation Ophtalmologique Adolphe de Rothschild,Not Applicable,Other,Unknown,100,2021-05-01,France,Recruiting
NCT04388631,Tongji Hospital,Not Applicable,Generic,Unknown,200,2021-05-01,China,Recruiting
NCT04321096,University of Aarhus,Not Applicable,Treatment,Phase 1,580,2021-05-01,Denmark,Recruiting
NCT04308317,Henan Provincial People's Hospital,Not Applicable,Treatment,Phase 4,60,2021-05-01,China,Unknown
NCT04442191,University of Illinois at Chicago,Not Applicable,Treatment,Phase 2,50,2021-05-05,United States,Recruiting
NCT04403269,Versailles Hospital,Not Applicable,Treatment,Phase 2,35,2021-05-05,France,Recruiting
NCT04372056,Oslo University Hospital,Not Applicable,Generic,Unknown,2200,2021-05-06,Norway,Recruiting
NCT04411511,Maastricht University Medical Center,Not Applicable,Generic,Unknown,4000,2021-05-06,Netherlands,Recruiting
NCT04377750,Hadassah Medical Organization,Sheba Medical Center,Treatment,Phase 4,500,2021-05-08,Israel,Recruiting
NCT04403035,Ascension South East Michigan,Not Applicable,Generic,Unknown,100,2021-05-09,United States,Recruiting
NCT04579458,Vanderbilt University Medical Center,Not Applicable,Generic,Unknown,500,2021-05-09,United States,Unknown
NCT04407585,King's College London,Zoe Global Limited,Generic,Unknown,1000000,2021-05-10,United Kingdom,Recruiting
NCT04595110,ANNA FALANGA,Not Applicable,Generic,Unknown,400,2021-05-10,Italy,Recruiting
NCT04386460,Centre Hospitalier Universitaire de Nice,Not Applicable,Generic,Unknown,100,2021-05-11,France,Recruiting
NCT04426292,Universitair Ziekenhuis Brussel,Not Applicable,Health Services Research,Unknown,3500,2021-05-12,Belgium,Recruiting
NCT04551339,Mayo Clinic,Not Applicable,Other,Unknown,4500,2021-05-14,United States,Unknown
NCT04414904,Imperial College London,Not Applicable,Generic,Unknown,100,2021-05-14,United Kingdom,Unknown
NCT04387760,Royal College of Surgeons in Ireland - Medical University of Bahrain,Ebrahim Khalil Kanoo Community Medical Center,Treatment,Phase 2,150,2021-05-14,Bahrain,Recruiting
NCT04385043,University of Catanzaro,"Azienda Ospedaliera Policlinico ""Mater Domini""",Treatment,Phase 2,400,2021-05-15,Italy,Recruiting
NCT04359667,"University Hospital for Infectious Diseases, Croatia",Not Applicable,Generic,Unknown,30,2021-05-15,Croatia,Unknown
NCT04381923,University of Pennsylvania,Not Applicable,Supportive Care,Unknown,200,2021-05-15,United States,Unknown
NCT04570488,NYU Langone Health,Not Applicable,Health Services Research,Unknown,1200,2021-05-15,United States,Recruiting
NCT04407286,Arizona State University,Southwest College of Naturopathic Medicine,Treatment,Phase 1,100,2021-05-18,United States,Recruiting
NCT04399109,Dr Sze-Yuan Ooi,The University of New South Wales,Supportive Care,Unknown,2000,2021-05-19,Australia,Recruiting
NCT04430608,Nordsjaellands Hospital,Not Applicable,Other,Unknown,72,2021-05-25,Denmark,Recruiting
NCT04334629,King's College London,Guy's & St Thomas NHS Foundation Trust,Treatment,Phase 4,230,2021-05-25,United Kingdom,Recruiting
NCT04414267,Hellenic Institute for the Study of Sepsis,Not Applicable,Prevention,Phase 4,900,2021-05-25,Greece,Recruiting
NCT04361474,Fondation Ophtalmologique Adolphe de Rothschild,Hopital Lariboisière,Treatment,Phase 3,120,2021-05-25,France,Recruiting
NCT04386720,"University Hospital, Bordeaux",Not Applicable,Generic,Unknown,20,2021-05-25,France,Recruiting
NCT04091893,"University of California, Davis",Not Applicable,Treatment,Unknown,64,2021-05-30,United States,Recruiting
NCT04424901,UConn Health,Not Applicable,Treatment,Phase 2,100,2021-05-30,United States,Recruiting
NCT04527614,Sciensano,Mensura EDPB,Diagnostic,Unknown,2000,2021-05-30,Belgium,Unknown
NCT04492228,Ospedale Policlinico San Martino,Not Applicable,Treatment,Unknown,100,2021-05-30,Italy,Recruiting
NCT04416048,"Charite University, Berlin, Germany",Deutsches Zentrum für Herz-Kreislauf-Forschung (DZHK),Prevention,Phase 3,400,2021-05-30,Germany,Unknown
NCT04417257,Laurent Pharmaceuticals Inc.,Not Applicable,Treatment,Phase 2,240,2021-05-30,United States,Not yet recruiting
NCT04358783,Hospital Universitario Dr. Jose E. Gonzalez,Not Applicable,Treatment,Phase 2,30,2021-05-30,Mexico,Recruiting
NCT04548531,Massachusetts General Hospital,Patient-Centered Outcomes Research Institute,Health Services Research,Unknown,800,2021-05-30,United States,Unknown
NCT04425915,"Institute of Liver and Biliary Sciences, India",Not Applicable,Treatment,Phase 3,400,2021-05-30,India,Recruiting
NCT04480034,University of Roma La Sapienza,"Azienda Ospedaliero, Universitaria Pisana",Generic,Unknown,1600,2021-05-30,Italy,Unknown
NCT04383574,"Sinovac Research and Development Co., Ltd.",Not Applicable,Prevention,Phase 1,422,2021-05-30,China,Unknown
NCT04353518,Cadila Pharnmaceuticals,"Council of Scientific and Industrial Research, India",Prevention,Phase 3,4000,2021-05-30,N.A,Unknown
NCT04387929,Istituto Clinico Humanitas,Not Applicable,Generic,Unknown,6000,2021-05-30,Italy,Recruiting
NCT04368871,Max Healthcare Insititute Limited,Not Applicable,Generic,Unknown,200,2021-05-30,India,Recruiting
NCT04492514,Kristin Hudock,"Kiniksa Pharmaceuticals, Ltd.",Treatment,Phase 2,60,2021-05-31,United States,Recruiting
NCT04382417,Region Västmanland,Not Applicable,Generic,Unknown,100,2021-05-31,Sweden,Recruiting
NCT04399980,The Cleveland Clinic,"Kiniksa Pharmaceuticals, Ltd.",Treatment,Phase 2,30,2021-05-31,United States,Unknown
NCT04408170,Manchester University NHS Foundation Trust,Not Applicable,Generic,Unknown,1000,2021-05-31,United Kingdom,Recruiting
NCT04412317,Centre Hospitalier Intercommunal Creteil,Association Clinique Thérapeutique Infantile du val de Marne,Generic,Unknown,600,2021-05-31,France,Recruiting
NCT04385095,Synairgen Research Ltd.,Not Applicable,Treatment,Phase 2,820,2021-05-31,United Kingdom,Not yet recruiting
NCT04420741,Pär Johansson,Not Applicable,Treatment,Phase 2,80,2021-05-31,Denmark,Recruiting
NCT04583228,Hengenix Biotech Inc,Not Applicable,Other,Phase 1,40,2021-05-31,N.A,Unknown
NCT04409847,NHS Greater Glasgow and Clyde,University of Glasgow,Generic,Unknown,70,2021-05-31,United Kingdom,Recruiting
NCT04421690,University of Missouri-Columbia,Not Applicable,Treatment,Unknown,30,2021-05-31,United States,Recruiting
NCT04389385,TC Erciyes University,Not Applicable,Supportive Care,Phase 1,60,2021-05-31,Turkey,Unknown
NCT03276559,Weill Medical College of Cornell University,New York Hospital Queens,Treatment,Unknown,155,2021-05-31,United States,Completed
NCT04445259,Guy's and St Thomas' NHS Foundation Trust,Harvard Medical School,Generic,Unknown,300,2021-05-31,United Kingdom,Recruiting
NCT04457505,"Consorcio Centro de Investigación Biomédica en Red, M.P.",Barcelona Supercomputing Center,Generic,Unknown,5000,2021-05-31,Spain,Recruiting
NCT04447209,University of Malaya,Not Applicable,Generic,Unknown,300,2021-05-31,Malaysia,Recruiting
NCT04427345,University of Milano Bicocca,Not Applicable,Generic,Unknown,1000,2021-05-31,Italy,Recruiting
NCT04432350,Tabula Rasa HealthCare,Not Applicable,Generic,Unknown,50000,2021-05-31,N.A,Unknown
NCT04353284,Yale University,Not Applicable,Treatment,Phase 2,114,2021-05-31,United States,Recruiting
NCT04363385,Centre Hospitalier Intercommunal Creteil,Not Applicable,Prevention,Unknown,500,2021-05-31,France,Recruiting
NCT04348513,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.,ATTIKON University Hospital,Treatment,Phase 2,60,2021-05-31,Greece,Recruiting
NCT04445246,Hamad Medical Corporation,Not Applicable,Treatment,Phase 2,40,2021-05-31,Qatar,Recruiting
NCT04464486,University of Utah,Not Applicable,Supportive Care,Unknown,300,2021-05-31,United States,Unknown
NCT04402801,University of Virginia,Not Applicable,Generic,Unknown,140,2021-05-31,United States,Unknown
NCT03891420,BioCryst Pharmaceuticals,National Institute of Allergy and Infectious Diseases (NIAID),Treatment,Phase 1,132,2021-05-31,Brazil,Recruiting
NCT04366271,"Hospital Infantil Universitario Niño Jesús, Madrid, Spain",Apices Soluciones S.L.,Treatment,Phase 2,106,2021-05-31,Spain,Not yet recruiting
NCT03807804,Healios K.K.,Not Applicable,Treatment,Phase 2,35,2021-05-31,Japan,Recruiting
NCT04419025,Cambridge Health Alliance,Not Applicable,Treatment,Phase 4,200,2021-05-31,United States,Recruiting
NCT04408365,Guy's and St Thomas' NHS Foundation Trust,King's College Hospital NHS Trust,Generic,Unknown,82,2021-05-31,N.A,Unknown
NCT04435379,Vakzine Projekt Management GmbH,FGK Clinical Research GmbH,Prevention,Phase 3,2038,2021-05-31,Germany,Recruiting
NCT04544878,Bicetre Hospital,Not Applicable,Generic,Unknown,100,2021-06-01,France,Recruiting
NCT04449380,IRCCS San Raffaele,Not Applicable,Treatment,Phase 2,126,2021-06-01,Italy,Unknown
NCT04558749,Assiut University,Not Applicable,Generic,Unknown,150,2021-06-01,N.A,Unknown
NCT04496466,Johns Hopkins University,Not Applicable,Generic,Unknown,500,2021-06-01,United States,Unknown
NCT04359953,"University Hospital, Strasbourg, France",Not Applicable,Treatment,Phase 3,1600,2021-06-01,France,Recruiting
NCT04410510,Hospital Universitario San Ignacio,Pontificia Universidad Javeriana,Supportive Care,Phase 2,100,2021-06-01,Colombia,Recruiting
NCT04349202,William Beaumont Hospitals,Not Applicable,Generic,Unknown,56000,2021-06-01,United States,Recruiting
NCT04512079,Valentin Fuster,Not Applicable,Treatment,Phase 4,3600,2021-06-01,United States,Recruiting
NCT04422587,"University Hospital, Toulouse",Not Applicable,Generic,Unknown,1860,2021-06-01,France,Unknown
NCT04495816,Icahn School of Medicine at Mount Sinai,Not Applicable,Treatment,Phase 2,126,2021-06-01,United States,Recruiting
NCT04412369,University of Cambridge,Cambridge University Hospitals NHS Foundation Trust,Generic,Unknown,20,2021-06-01,United Kingdom,Unknown
NCT04322279,"Institut National de la Santé Et de la Recherche Médicale, France",Not Applicable,Generic,Unknown,300,2021-06-01,France,Recruiting
NCT04369742,NYU Langone Health,State University of New York - Downstate Medical Center,Treatment,Phase 2,626,2021-06-01,United States,Unknown
NCT04425720,Montefiore Medical Center,Not Applicable,Supportive Care,Unknown,300,2021-06-01,United States,Unknown
NCT04473274,Samaritan Health Services,Not Applicable,Treatment,Phase 4,20,2021-06-01,United States,Recruiting
NCT04445428,Bandim Health Project,Not Applicable,Prevention,Phase 4,3400,2021-06-01,Guinea-Bissau,Unknown
NCT03620409,Jena University Hospital,"Department of Anesthesiology and Intensive Care Medicine, JUH",Generic,Unknown,290,2021-06-01,Germany,Recruiting
NCT04473118,Hamad Medical Corporation,Not Applicable,Generic,Unknown,25000,2021-06-01,Qatar,Recruiting
NCT04581811,University of Alabama at Birmingham,Not Applicable,Treatment,Unknown,52,2021-06-01,United States,Unknown
NCT04406389,Weill Medical College of Cornell University,Not Applicable,Treatment,Phase 4,186,2021-06-01,United States,Recruiting
NCT04363866,Oregon Health and Science University,OHSU Knight Cancer Institute,Treatment,Phase 4,40,2021-06-01,United States,Unknown
NCT04427631,Cambridgeshire Community Services NHS Trust,Cambridge University Hospitals NHS Foundation Trust,Treatment,Unknown,20,2021-06-01,United Kingdom,Unknown
NCT04363450,Louisiana State University Health Sciences Center in New Orleans,Lafayette General Health,Prevention,Phase 3,1700,2021-06-01,United States,Recruiting
NCT04566276,Chulalongkorn University,"Center of Excellence in Vaccine Research and Development, Chulalongkorn University",Other,Phase 1,96,2021-06-01,Thailand,Unknown
NCT04404244,Fatma Soliman Elsayed Ebeid,Not Applicable,Generic,Unknown,100,2021-06-01,Egypt,Recruiting
NCT04484545,Glasgow Royal Infirmary,Not Applicable,Generic,Unknown,250,2021-06-01,United Kingdom,Unknown
NCT04452487,"University Hospital, Clermont-Ferrand",Not Applicable,Generic,Unknown,2500,2021-06-01,France,Recruiting
NCT04458246,University of Sao Paulo,Not Applicable,Treatment,Unknown,140,2021-06-01,Brazil,Recruiting
NCT04562285,Henry Ford Health System,Not Applicable,Generic,Unknown,500,2021-06-01,United States,Recruiting
NCT04408027,The Hospital for Sick Children,Not Applicable,Treatment,Unknown,20,2021-06-01,Canada,Unknown
NCT04505631,Groupe Hospitalier de la Region de Mulhouse et Sud Alsace,Not Applicable,Generic,Unknown,100,2021-06-01,France,Recruiting
NCT04234815,Johns Hopkins Bloomberg School of Public Health,United States Agency for International Development (USAID),Prevention,Unknown,1387,2021-06-01,Ukraine,Recruiting
NCT04360837,Szeged University,Furtwangen University,Diagnostic,Unknown,10,2021-06-01,Hungary,Recruiting
NCT04395170,"Lifefactors Zona Franca, SAS",Not Applicable,Treatment,Phase 2,75,2021-06-01,Colombia,Unknown
NCT04487444,Rhode Island Hospital,Not Applicable,Treatment,Phase 2,80,2021-06-01,United States,Recruiting
NCT04407195,Northeastern University,Not Applicable,Generic,Unknown,2000,2021-06-01,United States,Unknown
NCT04468009,Hospital de Infecciosas Francisco Javier Muniz,Not Applicable,Treatment,Phase 2,36,2021-06-01,Argentina,Recruiting
NCT04502069,RedHill Biopharma Limited,Not Applicable,Treatment,Phase 1,0,2021-06-01,Israel,Unknown
NCT04359797,Vanderbilt University Medical Center,Not Applicable,Supportive Care,Unknown,300,2021-06-01,United States,Unknown
NCT04363229,Assiut University,Not Applicable,Generic,Unknown,250,2021-06-01,N.A,Unknown
NCT04397796,"NantKwest, Inc.",Not Applicable,Treatment,Phase 1,45,2021-06-01,United States,Recruiting
NCT04439084,Stanford University,Not Applicable,Generic,Unknown,1000,2021-06-01,United States,Unknown
NCT04576260,University of Glasgow,Not Applicable,Treatment,Unknown,40,2021-06-01,United Kingdom,Unknown
NCT04591184,Entos Pharmaceuticals Inc.,Canadian Institutes of Health Research (CIHR),Prevention,Phase 1,72,2021-06-01,N.A,Unknown
NCT04527198,Assistance Publique - Hôpitaux de Paris,Not Applicable,Other,Unknown,40,2021-06-01,France,Unknown
NCT04408235,Azienda Ospedaliero-Universitaria di Modena,Not Applicable,Treatment,Phase 3,300,2021-06-01,Italy,Unknown
NCT04387955,Poitiers University Hospital,Not Applicable,Diagnostic,Unknown,30,2021-06-01,N.A,Unknown
NCT04424446,National Institutes of Health Clinical Center (CC),Not Applicable,Generic,Unknown,5000,2021-06-01,United States,Recruiting
NCT04372004,Texas Cardiac Arrhythmia Research Foundation,Not Applicable,Diagnostic,Phase 1,100,2021-06-01,United States,Recruiting
NCT04400032,Ottawa Hospital Research Institute,Stem Cell Network,Treatment,Phase 1,9,2021-06-01,Canada,Recruiting
NCT04465981,INanoBio Inc.,TMC HealthCare,Generic,Unknown,80,2021-06-01,United States,Recruiting
NCT04409574,Assiut University,Not Applicable,Generic,Unknown,31,2021-06-01,N.A,Unknown
NCT04378530,Arizona State University,Not Applicable,Other,Unknown,150,2021-06-01,United States,Recruiting
